Geo Point,Geo Shape,gares_id,nom_long,id_ref_ZdA,nom_ZdA,res_com,mode_,Latitude,Longitude,arrondissement,commune
"48.87717481837107, 2.4064801569984855","{""coordinates"": [2.406480156998485, 48.87717481837107], ""type"": ""Point""}",697,Porte des Lilas,44529,Porte des Lilas,METRO 11,METRO,48.87717481837107, 2.4064801569984855,19ème Ardt,Paris
"48.86590673865971, 2.3341895419682492","{""coordinates"": [2.334189541968249, 48.86590673865971], ""type"": ""Point""}",714,Pyramides,44579,Pyramides,METRO 14,METRO,48.86590673865971, 2.3341895419682492,1er Ardt,Paris
"48.83704511922334, 2.3728257245425715","{""coordinates"": [2.372825724542571, 48.83704511922334], ""type"": ""Point""}",717,Quai de la Gare,44582,Quai de la Gare,METRO 6,METRO,48.83704511922334, 2.3728257245425715,13ème Ardt,Paris
"48.84717990913505, 2.385243715115071","{""coordinates"": [2.385243715115071, 48.84717990913505], ""type"": ""Point""}",734,Reuilly-Diderot,44637,Reuilly Diderot,METRO 1,METRO,48.84717990913505, 2.385243715115071,12ème Ardt,Paris
"48.87210144119713, 2.404514942379104","{""coordinates"": [2.404514942379104, 48.87210144119713], ""type"": ""Point""}",764,Saint-Fargeau,44864,Saint-Fargeau,METRO 3bis,METRO,48.87210144119713, 2.404514942379104,20ème Ardt,Paris
"48.85144170650579, 2.3144081214724865","{""coordinates"": [2.314408121472487, 48.85144170650579], ""type"": ""Point""}",765,Saint-François-Xavier,45139,Saint-François Xavier,METRO 13,METRO,48.85144170650579, 2.3144081214724865,7ème Ardt,Paris
"48.86644680513255, 2.3835991095736566","{""coordinates"": [2.383599109573657, 48.86644680513255], ""type"": ""Point""}",533,Ménilmontant,44133,Ménilmontant,METRO 2,METRO,48.86644680513255, 2.3835991095736566,20ème Ardt,Paris
"48.844065596373376, 2.3904821339803877","{""coordinates"": [2.390482133980388, 48.844065596373376], ""type"": ""Point""}",555,Montgallet,44160,Montgallet,METRO 8,METRO,48.844065596373376, 2.3904821339803877,12ème Ardt,Paris
"48.88470820039658, 2.2605150792517","{""coordinates"": [2.2605150792517, 48.88470820039658], ""type"": ""Point""}",669,Pont de Neuilly,44479,Pont de Neuilly,METRO 1,METRO,48.88470820039658, 2.2605150792517,Banlieue,Neuilly-sur-Seine
"48.8585538254322, 2.342232759368107","{""coordinates"": [2.342232759368107, 48.8585538254322], ""type"": ""Point""}",674,Pont Neuf,44491,Pont Neuf,METRO 7,METRO,48.8585538254322, 2.342232759368107,1er Ardt,Paris
"48.86460037244116, 2.4080310370758147","{""coordinates"": [2.408031037075815, 48.86460037244116], ""type"": ""Point""}",684,Porte de Bagnolet,44510,Porte de Bagnolet,METRO 3,METRO,48.86460037244116, 2.4080310370758147,20ème Ardt,Paris
"48.88600615057262, 2.2935299663372546","{""coordinates"": [2.293529966337255, 48.88600615057262], ""type"": ""Point""}",685,Porte de Champerret,44511,Porte de Champerret,METRO 3,METRO,48.88600615057262, 2.2935299663372546,17ème Ardt,Paris
"48.88796756081547, 2.3734568878525493","{""coordinates"": [2.373456887852549, 48.88796756081547], ""type"": ""Point""}",739,Riquet,44643,Riquet,METRO 7,METRO,48.88796756081547, 2.3734568878525493,19ème Ardt,Paris
"48.84520470264663, 2.2664415417194004","{""coordinates"": [2.2664415417194, 48.84520470264663], ""type"": ""Point""}",149,Chardon Lagache,42543,Chardon Lagache,METRO 10,METRO,48.84520470264663, 2.2664415417194004,16ème Ardt,Paris
"48.838734857902175, 2.2821433781708906","{""coordinates"": [2.282143378170891, 48.838734857902175], ""type"": ""Point""}",479,Lourmel,45363,Lourmel,METRO 8,METRO,48.838734857902175, 2.2821433781708906,15ème Ardt,Paris
"48.864343777799434, 2.3301298771128605","{""coordinates"": [2.33012987711286, 48.864343777799434], ""type"": ""Point""}",864,Tuileries,45664,Tuileries,METRO 1,METRO,48.864343777799434, 2.3301298771128605,1er Ardt,Paris
"48.840663228364996, 2.3263846107928456","{""coordinates"": [2.326384610792846, 48.840663228364996], ""type"": ""Point""}",250,Edgar Quinet,45313,Edgar Quinet,METRO 6,METRO,48.840663228364996, 2.3263846107928456,14ème Ardt,Paris
"48.91800820485815, 2.362470767055212","{""coordinates"": [2.362470767055212, 48.91800820485815], ""type"": ""Point""}",404,La Plaine-Stade de France,43145,La Plaine Stade de France,RER B,RER,48.91800820485815, 2.362470767055212,Banlieue,Saint-Denis
"48.92530879617841, 1.4434127390456772","{""coordinates"": [1.443412739045677, 48.92530879617841], ""type"": ""Point""}",1024,Bueil,411362,Bueil,GL,TRAIN,48.92530879617841, 1.4434127390456772,Banlieue,
"48.28627700877569, 3.2017673450549204","{""coordinates"": [3.20176734505492, 48.28627700877569], ""type"": ""Point""}",1040,Pont-sur-Yonne,411458,Pont-sur-Yonne,GL,TRAIN,48.28627700877569, 3.2017673450549204,Banlieue,
"48.69910694601902, 2.506676982547087","{""coordinates"": [2.506676982547087, 48.69910694601902], ""type"": ""Point""}",114,Brunoy,58873,Brunoy,RER D,RER,48.69910694601902, 2.506676982547087,Banlieue,Brunoy
"48.487373093663614, 2.7504830973688112","{""coordinates"": [2.750483097368811, 48.487373093663614], ""type"": ""Point""}",285,Fontaine-le-Port,43123,Fontaine-le-Port,TRAIN R,TRAIN,48.487373093663614, 2.7504830973688112,Banlieue,Fontaine-le-Port
"48.545296264923, 3.286679528098299","{""coordinates"": [3.286679528098299, 48.545296264923], ""type"": ""Point""}",140,Champbenoist-Poigny,47174,Champbenoist Poigny,TRAIN P,TRAIN,48.545296264923, 3.286679528098299,Banlieue,Poigny
"49.126209959725394, 2.5070138416038654","{""coordinates"": [2.507013841603865, 49.126209959725394], ""type"": ""Point""}",958,La Borne Blanche,411418,La Borne Blanche,RER D,RER,49.126209959725394, 2.5070138416038654,Banlieue,
"48.84615720389792, 2.2784003863661018","{""coordinates"": [2.278400386366102, 48.84615720389792], ""type"": ""Point""}",377,Javel - André Citroën,45346,Javel,METRO 10,METRO,48.84615720389792, 2.2784003863661018,15ème Ardt,Paris
"48.85778351365199, 2.434538451473473","{""coordinates"": [2.434538451473473, 48.85778351365199], ""type"": ""Point""}",228,Croix de Chavaux,42789,Croix de Chavaux,METRO 9,METRO,48.85778351365199, 2.434538451473473,Banlieue,Montreuil
"48.84023383539418, 2.35160647530219","{""coordinates"": [2.35160647530219, 48.84023383539418], ""type"": ""Point""}",127,Censier-Daubenton,42461,Censier Daubenton,METRO 7,METRO,48.84023383539418, 2.35160647530219,5ème Ardt,Paris
"48.87262083899373, 2.3561539474503386","{""coordinates"": [2.356153947450339, 48.87262083899373], ""type"": ""Point""}",159,Château d'Eau,42579,Château d'Eau,METRO 4,METRO,48.87262083899373, 2.3561539474503386,10ème Ardt,Paris
"48.85958965464833, 2.3464781835875943","{""coordinates"": [2.346478183587594, 48.85958965464833], ""type"": ""Point""}",167,Châtelet,42587,Châtelet,METRO 14,METRO,48.85958965464833, 2.3464781835875943,1er Ardt,Paris
"48.837099427289054, 2.296231386803388","{""coordinates"": [2.296231386803388, 48.837099427289054], ""type"": ""Point""}",206,Convention,42751,Convention,METRO 12,METRO,48.837099427289054, 2.296231386803388,15ème Ardt,Paris
"48.88399982396176, 2.3285301398903795","{""coordinates"": [2.328530139890379, 48.88399982396176], ""type"": ""Point""}",649,Place de Clichy,44372,Place de Clichy,METRO 2,METRO,48.88399982396176, 2.3285301398903795,18ème Ardt,Paris
"48.884284149322156, 2.3658215462820884","{""coordinates"": [2.365821546282088, 48.884284149322156], ""type"": ""Point""}",808,Stalingrad,44901,Stalingrad,METRO 2,METRO,48.884284149322156, 2.3658215462820884,10ème Ardt,Paris
"48.88233342277264, 2.321801731063168","{""coordinates"": [2.321801731063168, 48.88233342277264], ""type"": ""Point""}",746,Rome,44662,Rome,METRO 2,METRO,48.88233342277264, 2.321801731063168,8ème Ardt,Paris
"48.83173796343587, 2.237436786980606","{""coordinates"": [2.237436786980606, 48.83173796343587], ""type"": ""Point""}",74,Billancourt,42334,Billancourt,METRO 9,METRO,48.83173796343587, 2.237436786980606,Banlieue,Boulogne-Billancourt
"48.85200902958603, 2.36867458439179","{""coordinates"": [2.36867458439179, 48.85200902958603], ""type"": ""Point""}",54,Bastille,42288,Bastille,METRO 1,METRO,48.85200902958603, 2.36867458439179,12ème Ardt,Paris
"48.86497810694326, 2.3969128470866257","{""coordinates"": [2.396912847086626, 48.86497810694326], ""type"": ""Point""}",301,Gambetta,43055,Gambetta,METRO 3,METRO,48.86497810694326, 2.3969128470866257,20ème Ardt,Paris
"48.88439967613092, 2.360399500808731","{""coordinates"": [2.360399500808731, 48.88439967613092], ""type"": ""Point""}",409,La Chapelle,43524,La Chapelle,METRO 2,METRO,48.88439967613092, 2.360399500808731,10ème Ardt,Paris
"48.842412769424165, 2.2596084727525714","{""coordinates"": [2.259608472752571, 48.842412769424165], ""type"": ""Point""}",278,Exelmans,42977,Exelmans,METRO 9,METRO,48.842412769424165, 2.2596084727525714,16ème Ardt,Paris
"48.86940219572108, 2.3538187935928794","{""coordinates"": [2.353818793592879, 48.86940219572108], ""type"": ""Point""}",838,Strasbourg-Saint-Denis,44909,Strasbourg Saint-Denis,METRO 9,METRO,48.86940219572108, 2.3538187935928794,2ème Ardt,Paris
"48.881094426231876, 2.3147210047461946","{""coordinates"": [2.314721004746195, 48.881094426231876], ""type"": ""Point""}",908,Villiers,45056,Villiers,METRO 3,METRO,48.881094426231876, 2.3147210047461946,8ème Ardt,Paris
"48.913710544615356, 2.3807356063950937","{""coordinates"": [2.380735606395094, 48.913710544615356], ""type"": ""Point""}",1252,Mairie d'Aubervilliers,483899,Mairie d'Aubervilliers,METRO 12,METRO,48.913710544615356, 2.3807356063950937,Banlieue,Aubervilliers
"48.860028457267546, 2.3139151192031537","{""coordinates"": [2.313915119203154, 48.860028457267546], ""type"": ""Point""}",362,Invalides,470540,Invalides,METRO 13,METRO,48.860028457267546, 2.3139151192031537,7ème Ardt,Paris
"48.89218707551516, 2.2370180563950135","{""coordinates"": [2.237018056395013, 48.89218707551516], ""type"": ""Point""}",414,La Défense,470549,La Défense,METRO 1,METRO,48.89218707551516, 2.2370180563950135,Banlieue,Puteaux
"48.90449641964034, 2.321743589558778","{""coordinates"": [2.321743589558778, 48.90449641964034], ""type"": ""Point""}",1228,Saint-Ouen,43203,Saint-Ouen,METRO 14,METRO,48.90449641964034, 2.321743589558778,Banlieue,Saint-Ouen-sur-Seine
"48.86558647756452, 2.3567367567949926","{""coordinates"": [2.356736756794993, 48.86558647756452], ""type"": ""Point""}",28,Arts et Métiers,42230,Arts et Métiers,METRO 3,METRO,48.86558647756452, 2.3567367567949926,3ème Ardt,Paris
"48.90378388011768, 2.3922212225351163","{""coordinates"": [2.392221222535116, 48.90378388011768], ""type"": ""Point""}",35,Aubervilliers Pantin - Quatre Chemins,46492,Aubervilliers Pantin Quatre Chemins,METRO 7,METRO,48.90378388011768, 2.3922212225351163,Banlieue,Pantin
"48.839445427444936, 2.396182886452632","{""coordinates"": [2.396182886452632, 48.839445427444936], ""type"": ""Point""}",234,Daumesnil,45229,Daumesnil,METRO 8,METRO,48.839445427444936, 2.396182886452632,12ème Ardt,Paris
"48.84705255449363, 2.316424352050892","{""coordinates"": [2.316424352050892, 48.84705255449363], ""type"": ""Point""}",247,Duroc,42874,Duroc,METRO 13,METRO,48.84705255449363, 2.316424352050892,7ème Ardt,Paris
"48.84750708106227, 2.3029682978173134","{""coordinates"": [2.302968297817313, 48.84750708106227], ""type"": ""Point""}",123,Cambronne,42419,Cambronne,METRO 6,METRO,48.84750708106227, 2.3029682978173134,15ème Ardt,Paris
"48.86681836891563, 2.322082848676169","{""coordinates"": [2.322082848676169, 48.86681836891563], ""type"": ""Point""}",201,Concorde,45676,Concorde,METRO 8,METRO,48.86681836891563, 2.322082848676169,8ème Ardt,Paris
"48.86869984641849, 2.3095051573378864","{""coordinates"": [2.309505157337886, 48.86869984641849], ""type"": ""Point""}",294,Franklin D. Roosevelt,43026,Franklin D. Roosevelt,METRO 9,METRO,48.86869984641849, 2.3095051573378864,8ème Ardt,Paris
"48.852504090577646, 2.2681767494233305","{""coordinates"": [2.26817674942333, 48.852504090577646], ""type"": ""Point""}",372,Jasmin,43423,Jasmin,METRO 9,METRO,48.852504090577646, 2.2681767494233305,16ème Ardt,Paris
"48.87511181602157, 2.389415032035527","{""coordinates"": [2.389415032035527, 48.87511181602157], ""type"": ""Point""}",379,Jourdain,43483,Jourdain,METRO 11,METRO,48.87511181602157, 2.389415032035527,20ème Ardt,Paris
"48.89241892201138, 2.344764611738356","{""coordinates"": [2.344764611738356, 48.89241892201138], ""type"": ""Point""}",382,Jules Joffrin,479055,Jules Joffrin,METRO 12,METRO,48.89241892201138, 2.344764611738356,18ème Ardt,Paris
"48.846151121246784, 2.3549179837074035","{""coordinates"": [2.354917983707403, 48.846151121246784], ""type"": ""Point""}",383,Jussieu,43493,Jussieu,METRO 10,METRO,48.846151121246784, 2.3549179837074035,5ème Ardt,Paris
"48.89146499939834, 2.349815453218361","{""coordinates"": [2.349815453218361, 48.89146499939834], ""type"": ""Point""}",510,Marcadet-Poissonniers,44075,Marcadet Poissonniers,METRO 12,METRO,48.89146499939834, 2.349815453218361,18ème Ardt,Paris
"48.847934806957525, 2.264218775687729","{""coordinates"": [2.264218775687729, 48.847934806957525], ""type"": ""Point""}",542,Michel Ange-Auteuil,44138,Michel-Ange - Auteuil,METRO 10,METRO,48.847934806957525, 2.264218775687729,16ème Ardt,Paris
"48.85772541195898, 2.3105659609468447","{""coordinates"": [2.310565960946845, 48.85772541195898], ""type"": ""Point""}",425,La Tour Maubourg,43409,La Tour Maubourg,METRO 8,METRO,48.85772541195898, 2.3105659609468447,7ème Ardt,Paris
"48.889674072959075, 2.338760650528742","{""coordinates"": [2.338760650528742, 48.889674072959075], ""type"": ""Point""}",419,Lamarck-Caulaincourt,43600,Lamarck Caulaincourt,METRO 12,METRO,48.889674072959075, 2.338760650528742,18ème Ardt,Paris
"48.879634759722414, 2.327022200889502","{""coordinates"": [2.327022200889502, 48.879634759722414], ""type"": ""Point""}",467,Liège,43814,Liège,METRO 13,METRO,48.879634759722414, 2.327022200889502,9ème Ardt,Paris
"48.90323367785232, 2.306010915009082","{""coordinates"": [2.306010915009082, 48.90323367785232], ""type"": ""Point""}",491,Mairie de Clichy,44012,Mairie de Clichy,METRO 13,METRO,48.90323367785232, 2.306010915009082,Banlieue,Clichy
"48.88685693056751, 2.3859131742732753","{""coordinates"": [2.385913174273275, 48.88685693056751], ""type"": ""Point""}",614,Ourcq,44227,Ourcq,METRO 5,METRO,48.88685693056751, 2.3859131742732753,19ème Ardt,Paris
"48.84287127407178, 2.312447513065986","{""coordinates"": [2.312447513065986, 48.84287127407178], ""type"": ""Point""}",628,Pasteur,44273,Pasteur,METRO 12,METRO,48.84287127407178, 2.312447513065986,15ème Ardt,Paris
"48.86218374694281, 2.387835956453657","{""coordinates"": [2.387835956453657, 48.86218374694281], ""type"": ""Point""}",633,Père Lachaise,44310,Père Lachaise,METRO 2,METRO,48.86218374694281, 2.387835956453657,20ème Ardt,Paris
"48.883804527099414, 2.3272434105874056","{""coordinates"": [2.327243410587406, 48.883804527099414], ""type"": ""Point""}",648,Place de Clichy,44372,Place de Clichy,METRO 13,METRO,48.883804527099414, 2.3272434105874056,17ème Ardt,Paris
"48.87694984717581, 2.3929839648173927","{""coordinates"": [2.392983964817393, 48.87694984717581], ""type"": ""Point""}",651,Place des Fêtes,44396,Place des Fêtes,METRO 7bis,METRO,48.87694984717581, 2.3929839648173927,19ème Ardt,Paris
"48.842866829748104, 2.3522247281830833","{""coordinates"": [2.352224728183083, 48.842866829748104], ""type"": ""Point""}",655,Place Monge,44435,Place Monge,METRO 7,METRO,48.842866829748104, 2.3522247281830833,5ème Ardt,Paris
"48.83111265944071, 2.3297050126201837","{""coordinates"": [2.329705012620184, 48.83111265944071], ""type"": ""Point""}",573,Mouton-Duvernet,44183,Mouton Duvernet,METRO 4,METRO,48.83111265944071, 2.3297050126201837,14ème Ardt,Paris
"48.876047495071, 2.337495844533764","{""coordinates"": [2.337495844533764, 48.876047495071], ""type"": ""Point""}",600,Notre-Dame-de-Lorette,44210,Notre-Dame-de-Lorette,METRO 12,METRO,48.876047495071, 2.337495844533764,9ème Ardt,Paris
"48.8449426324914, 2.3287780268900797","{""coordinates"": [2.32877802689008, 48.8449426324914], ""type"": ""Point""}",601,Notre-Dame-des-Champs,44211,Notre-Dame-des-Champs,METRO 12,METRO,48.8449426324914, 2.3287780268900797,6ème Ardt,Paris
"48.847066132217904, 2.30740224061964","{""coordinates"": [2.30740224061964, 48.847066132217904], ""type"": ""Point""}",791,Ségur,51612,Ségur,METRO 10,METRO,48.847066132217904, 2.30740224061964,15ème Ardt,Paris
"48.85103175030478, 2.3261023128241898","{""coordinates"": [2.32610231282419, 48.85103175030478], ""type"": ""Point""}",798,Sèvres-Babylone,44828,Sèvres Babylone,METRO 10,METRO,48.85103175030478, 2.3261023128241898,6ème Ardt,Paris
"48.82341162805273, 2.3255756362122453","{""coordinates"": [2.325575636212245, 48.82341162805273], ""type"": ""Point""}",706,Porte d'Orléans,44508,Porte d'Orléans (Général Leclerc),METRO 4,METRO,48.82341162805273, 2.3255756362122453,14ème Ardt,Paris
"48.85548504946991, 2.270109138941893","{""coordinates"": [2.270109138941893, 48.85548504946991], ""type"": ""Point""}",722,Ranelagh,44594,Ranelagh,METRO 9,METRO,48.85548504946991, 2.270109138941893,16ème Ardt,Paris
"48.838964279775986, 2.330754192086215","{""coordinates"": [2.330754192086215, 48.838964279775986], ""type"": ""Point""}",724,Raspail,45314,Raspail,METRO 6,METRO,48.838964279775986, 2.330754192086215,14ème Ardt,Paris
"48.86673355502223, 2.352829461254394","{""coordinates"": [2.352829461254394, 48.86673355502223], ""type"": ""Point""}",726,Réaumur Sébastopol,44600,Réaumur Sébastopol,METRO 4,METRO,48.86673355502223, 2.352829461254394,3ème Ardt,Paris
"48.867827098792525, 2.363740437195039","{""coordinates"": [2.363740437195039, 48.867827098792525], ""type"": ""Point""}",731,République,44617,République,METRO 5,METRO,48.867827098792525, 2.363740437195039,10ème Ardt,Paris
"48.84712872130608, 2.3870252420986313","{""coordinates"": [2.387025242098631, 48.84712872130608], ""type"": ""Point""}",735,Reuilly-Diderot,44637,Reuilly Diderot,METRO 8,METRO,48.84712872130608, 2.3870252420986313,12ème Ardt,Paris
"48.86394012976092, 2.2784416488331485","{""coordinates"": [2.278441648833148, 48.86394012976092], ""type"": ""Point""}",751,Rue de la Pompe,44461,Rue de la Pompe,METRO 9,METRO,48.86394012976092, 2.2784416488331485,16ème Ardt,Paris
"48.87817339012215, 2.337857510381017","{""coordinates"": [2.337857510381017, 48.87817339012215], ""type"": ""Point""}",766,Saint-Georges,44867,Saint-Georges,METRO 12,METRO,48.87817339012215, 2.337857510381017,9ème Ardt,Paris
"48.856871378314686, 2.3150566373170878","{""coordinates"": [2.315056637317088, 48.856871378314686], ""type"": ""Point""}",873,Varenne,45131,Varenne,METRO 13,METRO,48.856871378314686, 2.3150566373170878,7ème Ardt,Paris
"48.930757003301366, 2.2841744482709228","{""coordinates"": [2.284174448270923, 48.930757003301366], ""type"": ""Point""}",1008,Les Courtilles,42231,Asnières - Gennevilliers Les Courtilles,METRO 13,METRO,48.930757003301366, 2.2841744482709228,Banlieue,Gennevilliers
"48.818676408977936, 2.3197403132985555","{""coordinates"": [2.319740313298555, 48.818676408977936], ""type"": ""Point""}",1134,Mairie de Montrouge,45904,Mairie de Montrouge,METRO 4,METRO,48.818676408977936, 2.3197403132985555,Banlieue,Montrouge
"48.84232743679192, 2.3209848342668127","{""coordinates"": [2.320984834266813, 48.84232743679192], ""type"": ""Point""}",563,Montparnasse-Bienvenüe,58578,Montparnasse Bienvenue,METRO 13,METRO,48.84232743679192, 2.3209848342668127,15ème Ardt,Paris
"48.842102206274035, 2.321278562744627","{""coordinates"": [2.321278562744627, 48.842102206274035], ""type"": ""Point""}",565,Montparnasse-Bienvenüe,58578,Montparnasse Bienvenue,METRO 6,METRO,48.842102206274035, 2.321278562744627,15ème Ardt,Paris
"48.89545467211839, 2.4253268901662546","{""coordinates"": [2.425326890166255, 48.89545467211839], ""type"": ""Point""}",80,Bobigny-Pantin - Raymond Queneau,42344,Bobigny-Pantin - Raymond Queneau,METRO 5,METRO,48.89545467211839, 2.4253268901662546,Banlieue,Bobigny
"48.90609404931435, 2.331830837962409","{""coordinates"": [2.331830837962409, 48.90609404931435], ""type"": ""Point""}",323,Garibaldi,43252,Garibaldi,METRO 13,METRO,48.90609404931435, 2.331830837962409,Banlieue,Saint-Ouen-sur-Seine
"48.86533531722583, 2.41669727284764","{""coordinates"": [2.41669727284764, 48.86533531722583], ""type"": ""Point""}",300,Gallieni,47890,Gallieni,METRO 3,METRO,48.86533531722583, 2.41669727284764,Banlieue,Bagnolet
"48.920785968128676, 2.410598616469425","{""coordinates"": [2.410598616469425, 48.920785968128676], ""type"": ""Point""}",412,La Courneuve 8 Mai 1945,470546,La Courneuve - 8 Mai 1945,METRO 7,METRO,48.920785968128676, 2.410598616469425,Banlieue,La Courneuve
"48.822583706802426, 2.298464191958534","{""coordinates"": [2.298464191958534, 48.822583706802426], ""type"": ""Point""}",504,Malakoff - Plateau de Vanves,413433,Malakoff - Plateau De Vanves,METRO 13,METRO,48.822583706802426, 2.298464191958534,Banlieue,Malakoff
"48.8811921181366, 2.3643787411797477","{""coordinates"": [2.364378741179748, 48.8811921181366], ""type"": ""Point""}",477,Louis Blanc,43823,Louis Blanc,METRO 7bis,METRO,48.8811921181366, 2.3643787411797477,10ème Ardt,Paris
"48.86229941188523, 2.441521809411031","{""coordinates"": [2.441521809411031, 48.86229941188523], ""type"": ""Point""}",492,Mairie de Montreuil,44052,Mairie de Montreuil,METRO 9,METRO,48.86229941188523, 2.441521809411031,Banlieue,Montreuil
"48.87797270048515, 2.2983103737615282","{""coordinates"": [2.298310373761528, 48.87797270048515], ""type"": ""Point""}",850,Ternes,44931,Ternes,METRO 2,METRO,48.87797270048515, 2.2983103737615282,8ème Ardt,Paris
"48.86147646279582, 2.3739435082451816","{""coordinates"": [2.373943508245182, 48.86147646279582], ""type"": ""Point""}",758,Saint-Ambroise,45205,Saint-Ambroise,METRO 9,METRO,48.86147646279582, 2.3739435082451816,11ème Ardt,Paris
"48.82642600994104, 2.3572456507586854","{""coordinates"": [2.357245650758685, 48.82642600994104], ""type"": ""Point""}",855,Tolbiac,43411,Tolbiac,METRO 7,METRO,48.82642600994104, 2.3572456507586854,13ème Ardt,Paris
"48.84698910520499, 2.317005235737245","{""coordinates"": [2.317005235737245, 48.84698910520499], ""type"": ""Point""}",246,Duroc,42874,Duroc,METRO 10,METRO,48.84698910520499, 2.317005235737245,7ème Ardt,Paris
"48.87146657720145, 2.277083018415724","{""coordinates"": [2.277083018415724, 48.87146657720145], ""type"": ""Point""}",682,Porte Dauphine,44509,Porte Dauphine,METRO 2,METRO,48.87146657720145, 2.277083018415724,16ème Ardt,Paris
"48.84797154056247, 2.2577446803632024","{""coordinates"": [2.257744680363202, 48.84797154056247], ""type"": ""Point""}",683,Porte d'Auteuil,44504,Porte d'Auteuil,METRO 10,METRO,48.84797154056247, 2.2577446803632024,16ème Ardt,Paris
"48.832736700820156, 2.4003104030250766","{""coordinates"": [2.400310403025077, 48.832736700820156], ""type"": ""Point""}",686,Porte de Charenton,44512,Porte de Charenton,METRO 8,METRO,48.832736700820156, 2.4003104030250766,12ème Ardt,Paris
"48.85787849393227, 2.380020644247982","{""coordinates"": [2.380020644247982, 48.85787849393227], ""type"": ""Point""}",920,Voltaire,45065,Voltaire,METRO 9,METRO,48.85787849393227, 2.380020644247982,11ème Ardt,Paris
"48.8271636169609, 2.3671730244778457","{""coordinates"": [2.367173024477846, 48.8271636169609], ""type"": ""Point""}",1006,Olympiades,479056,Olympiades,METRO 14,METRO,48.8271636169609, 2.3671730244778457,13ème Ardt,Paris
"48.84252802674902, 2.3654333833527588","{""coordinates"": [2.365433383352759, 48.84252802674902], ""type"": ""Point""}",38,Paris Austerlitz,462352,Gare d'Austerlitz,RER C,RER,48.84252802674902, 2.3654333833527588,13ème Ardt,Paris
"48.889560827381025, 2.3151768973047835","{""coordinates"": [2.315176897304783, 48.889560827381025], ""type"": ""Point""}",1226,Pont Cardinet,480287,Pont Cardinet,METRO 14,METRO,48.889560827381025, 2.3151768973047835,17ème Ardt,Paris
"48.9132020942236, 2.3346631501197574","{""coordinates"": [2.334663150119757, 48.9132020942236], ""type"": ""Point""}",1229,Mairie de Saint-Ouen,43969,Mairie de Saint-Ouen,METRO 14,METRO,48.9132020942236, 2.3346631501197574,Banlieue,Saint-Ouen-sur-Seine
"48.84084437122463, 2.549900487641345","{""coordinates"": [2.549900487641345, 48.84084437122463], ""type"": ""Point""}",598,Noisy-le-Grand-Mont d'Est,42613,Cimetière,RER A,RER,48.84084437122463, 2.549900487641345,Banlieue,Noisy-le-Grand
"48.90598139301879, 2.2831992802228163","{""coordinates"": [2.283199280222816, 48.90598139301879], ""type"": ""Point""}",29,Asnières-sur-Seine,43069,Asnières-sur-Seine,TRAIN J,TRAIN,48.90598139301879, 2.2831992802228163,Banlieue,Asnières-sur-Seine
"48.78756672743317, 2.292988009258978","{""coordinates"": [2.292988009258978, 48.78756672743317], ""type"": ""Point""}",287,Fontenay-aux-Roses,43125,Fontenay-aux-Roses,RER B,RER,48.78756672743317, 2.292988009258978,Banlieue,Fontenay-aux-Roses
"48.02663600112107, 3.30278746506885","{""coordinates"": [3.30278746506885, 48.02663600112107], ""type"": ""Point""}",1043,Saint-Julien-du-Sault,411473,Saint-Julien du Sault,GL,TRAIN,48.02663600112107, 3.30278746506885,Banlieue,
"49.285389401317865, 1.7849068783257747","{""coordinates"": [1.784906878325775, 49.285389401317865], ""type"": ""Point""}",1058,Gisors,59301,Gisors,TRAIN J,TRAIN,49.285389401317865, 1.7849068783257747,Banlieue,
"48.99195703496499, 2.07539045016014","{""coordinates"": [2.07539045016014, 48.99195703496499], ""type"": ""Point""}",203,Conflans-Fin-d'Oise,43114,Conflans Fin d'Oise,TRAIN J,TRAIN,48.99195703496499, 2.07539045016014,Banlieue,Conflans-Sainte-Honorine
"47.97372113746757, 3.3933081022992417","{""coordinates"": [3.393308102299242, 47.97372113746757], ""type"": ""Point""}",1045,Joigny,411467,Joigny,GL,TRAIN,47.97372113746757, 3.3933081022992417,Banlieue,
"48.856228090321636, 2.3946756547920454","{""coordinates"": [2.394675654792045, 48.856228090321636], ""type"": ""Point""}",11,Alexandre Dumas,45196,Alexandre Dumas,METRO 2,METRO,48.856228090321636, 2.3946756547920454,20ème Ardt,Paris
"48.87932978774786, 2.3040703912187595","{""coordinates"": [2.304070391218759, 48.87932978774786], ""type"": ""Point""}",218,Courcelles,42771,Courcelles,METRO 2,METRO,48.87932978774786, 2.3040703912187595,8ème Ardt,Paris
"48.821897938499944, 2.4131329383427076","{""coordinates"": [2.413132938342708, 48.821897938499944], ""type"": ""Point""}",150,Charenton-Écoles,42545,Charenton Écoles,METRO 8,METRO,48.821897938499944, 2.4131329383427076,Banlieue,Charenton-le-Pont
"48.88671096710697, 2.349559430194617","{""coordinates"": [2.349559430194617, 48.88671096710697], ""type"": ""Point""}",162,Château Rouge,42585,Château Rouge,METRO 4,METRO,48.88671096710697, 2.349559430194617,18ème Ardt,Paris
"48.85928732423646, 2.3458030561895264","{""coordinates"": [2.345803056189526, 48.85928732423646], ""type"": ""Point""}",166,Châtelet,42587,Châtelet,METRO 1,METRO,48.85928732423646, 2.3458030561895264,1er Ardt,Paris
